id,station_id,name,latitude,longitude,air_temp,rainfall,rel_hum,wind_speed,wind_dir,timestamp
S24,S24,Upper Changi Road North,1.3678,103.9826,31,0,66.1,5.8,197,2021-10-08T18:00:00
S116,S116,West Coast Highway,1.281,103.754,30.5,0,80.6,6.5,160,2021-10-08T18:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,31.7,0,56.9,4.5,23,2021-10-08T18:00:00
S100,S100,Woodlands Road,1.4172,103.74855,32.1,0,58.1,3.1,201,2021-10-08T18:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,30.3,0,65.1,2.3,166,2021-10-08T21:00:00
S50,S50,Clementi Road,1.3337,103.7768,29.3,0,70.9,5.1,146,2021-10-08T21:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,29.9,0,82.6,9.5,110,2021-10-08T21:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,30.1,0,72.5,5,285,2021-10-08T21:00:00
S108,S108,Marina Gardens Drive,1.2799,103.8703,30,0,74.8,4.5,141,2021-10-08T21:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,29.6,0,68,6.5,145,2021-10-08T21:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,28.3,0,86.4,2.6,189,2021-10-08T21:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,29.8,0,75.2,3.5,80,2021-10-08T21:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,29.3,0,79.2,8.89999,165,2021-10-08T21:00:00
S116,S116,West Coast Highway,1.281,103.754,29.9,0,80,5.4,163,2021-10-08T21:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,29.5,0,73.5,5.2,60,2021-10-08T21:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,28.9,0,78.3,6.6,105,2021-10-09T00:00:00
S50,S50,Clementi Road,1.3337,103.7768,28.4,0,81,3.9,121,2021-10-09T00:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,29.5,0,84.4,9.89999,110,2021-10-09T00:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,29.2,0,84.3,5,311,2021-10-09T00:00:00
S108,S108,Marina Gardens Drive,1.2799,103.8703,29.1,0,93.6,3.1,117,2021-10-09T00:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,28.7,0,80.4,7.1,147,2021-10-09T00:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,28,0,88,2.3,175,2021-10-09T00:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,29.1,0,78.9,3.2,67,2021-10-09T00:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,28.9,0,81.5,8.10001,153,2021-10-09T00:00:00
S116,S116,West Coast Highway,1.281,103.754,29.1,0,89.7,6.8,105,2021-10-09T00:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,28.8,0,81.1,6.6,64,2021-10-09T00:00:00
S100,S100,Woodlands Road,1.4172,103.74855,28.7,0,81.5,1.9,154,2021-10-09T00:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,28.8,0,73.6,3.2,139,2021-10-09T03:00:00
S50,S50,Clementi Road,1.3337,103.7768,28.2,0,77.2,2.5,120,2021-10-09T03:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,29.2,0,84.4,7.8,107,2021-10-09T03:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,28.9,0,81.6,4.9,308,2021-10-09T03:00:00
S108,S108,Marina Gardens Drive,1.2799,103.8703,28.8,0,90.4,3.2,131,2021-10-09T03:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,28.4,0,78.1,3.7,153,2021-10-09T03:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,27.5,0,88.5,1,170,2021-10-09T03:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,28.8,0,77.7,2.8,79,2021-10-09T03:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,28.2,0,84,4.3,157,2021-10-09T03:00:00
S116,S116,West Coast Highway,1.281,103.754,29,0,85.6,5.7,140,2021-10-09T03:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,28.5,0,76.8,6.4,62,2021-10-09T03:00:00
S100,S100,Woodlands Road,1.4172,103.74855,28,0,81,0.7,140,2021-10-09T03:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,28.2,0,78.4,3.2,122,2021-10-09T06:00:00
S50,S50,Clementi Road,1.3337,103.7768,27.6,0,84,1.6,91,2021-10-09T06:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,29.2,0,85.7,9.7,139,2021-10-09T06:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,28.6,0,84.2,5.1,318,2021-10-09T06:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,28,0,84.3,4.9,142,2021-10-09T06:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,27,0,91.6,2,195,2021-10-09T06:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,28.4,0,83.5,3.2,83,2021-10-09T06:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,28.1,0,83.9,6.2,173,2021-10-09T06:00:00
S116,S116,West Coast Highway,1.281,103.754,28.6,0,92.3,6.1,118,2021-10-09T06:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,27.8,0,83.6,6.5,61,2021-10-09T06:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,29.2,0,66.2,4.5,137,2021-10-09T09:00:00
S50,S50,Clementi Road,1.3337,103.7768,28.1,0,79.5,5.9,154,2021-10-09T09:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,29,0,77.2,9,155,2021-10-09T09:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,29.1,0,65.5,5.5,264,2021-10-09T09:00:00
S108,S108,Marina Gardens Drive,1.2799,103.8703,29.2,0,64,6,151,2021-10-09T09:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,29.3,0,76.3,6.4,147,2021-10-09T09:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,29.2,0,73.5,3.2,198,2021-10-09T09:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,29.1,0,79.5,4.3,71,2021-10-09T09:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,29.1,0,71.2,9.39999,179,2021-10-09T09:00:00
S116,S116,West Coast Highway,1.281,103.754,28.1,0,88.3,6.7,160,2021-10-09T09:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,29.6,0,74.7,7.2,59,2021-10-09T09:00:00
S100,S100,Woodlands Road,1.4172,103.74855,29.9,0,74.7,3.1,156,2021-10-09T09:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,32.5,0,42.8,5.7,244,2021-10-09T12:00:00
S50,S50,Clementi Road,1.3337,103.7768,31.1,0,51.3,5.3,207,2021-10-09T12:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,29.9,0,69,7.3,206,2021-10-09T12:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,32.4,0,44.9,5.9,271,2021-10-09T12:00:00
S108,S108,Marina Gardens Drive,1.2799,103.8703,32.5,0,55.8,3.7,199,2021-10-09T12:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,31.8,0,53.7,6.9,193,2021-10-09T12:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,32.7,0,61.2,2.9,201,2021-10-09T12:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,30.7,0,65.4,3.5,285,2021-10-09T12:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,32.3,0,47.5,5.1,227,2021-10-09T12:00:00
S116,S116,West Coast Highway,1.281,103.754,29.3,0,73.4,7.4,197,2021-10-09T12:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,31.4,0,60.4,4.8,85,2021-10-09T12:00:00
S100,S100,Woodlands Road,1.4172,103.74855,32.8,0,47.7,3.9,208,2021-10-09T12:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,32.5,0,50.6,6.7,205,2021-10-09T15:00:00
S50,S50,Clementi Road,1.3337,103.7768,31.8,0,58.4,5,209,2021-10-09T15:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,30.8,0,72.2,8.3,230,2021-10-09T15:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,32.4,0,53.4,5.4,285,2021-10-09T15:00:00
S108,S108,Marina Gardens Drive,1.2799,103.8703,33.9,0,53.1,6.3,173,2021-10-09T15:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,32.4,0,59.8,4.3,197,2021-10-09T15:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,32.5,0,58.9,2.2,214,2021-10-09T15:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,31.5,0,65.8,5.3,159,2021-10-09T15:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,32.2,0,57.7,5.5,221,2021-10-09T15:00:00
S116,S116,West Coast Highway,1.281,103.754,31.1,0,73.9,9,204,2021-10-09T15:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,32.6,0,56.2,5.3,92,2021-10-09T15:00:00
S100,S100,Woodlands Road,1.4172,103.74855,33,0,57,4.3,192,2021-10-09T15:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,32.5,0,51.7,3.7,196,2021-10-09T18:00:00
S50,S50,Clementi Road,1.3337,103.7768,31.3,0,63.2,3.5,210,2021-10-09T18:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,31.7,0,66.5,2.6,176,2021-10-09T18:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,32.3,0,58.3,4.7,286,2021-10-09T18:00:00
S108,S108,Marina Gardens Drive,1.2799,103.8703,32.9,0,59,4.1,182,2021-10-09T18:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,31.3,0,61.6,3.8,206,2021-10-09T18:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,30.9,0,68,2.1,201,2021-10-09T18:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,31.4,0,64.8,4,62,2021-10-09T18:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,31.3,0,64,4.3,185,2021-10-09T18:00:00
S116,S116,West Coast Highway,1.281,103.754,30.6,0,80.6,5.5,207,2021-10-09T18:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,32,0,56.7,4.6,85,2021-10-09T18:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,30,0,65.4,3.6,152,2021-10-09T21:00:00
S50,S50,Clementi Road,1.3337,103.7768,29.2,0,70.7,4.2,158,2021-10-09T21:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,30.2,0,76.5,8.7,142,2021-10-09T21:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,30.3,0,68.9,4.8,295,2021-10-09T21:00:00
S108,S108,Marina Gardens Drive,1.2799,103.8703,29.8,0,75.3,4.5,144,2021-10-09T21:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,29.9,0,65.3,5.8,143,2021-10-09T21:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,28.2,0,85.4,1.5,181,2021-10-09T21:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,30.1,0,69.4,3.6,80,2021-10-09T21:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,29.6,0,74.7,7.7,179,2021-10-09T21:00:00
S116,S116,West Coast Highway,1.281,103.754,29.6,0,80.3,8,154,2021-10-09T21:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,29.5,0,73.1,5,64,2021-10-09T21:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,29.1,0,75.8,4.1,102,2021-10-10T00:00:00
S50,S50,Clementi Road,1.3337,103.7768,28.8,0,74.6,1.6,96,2021-10-10T00:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,29.6,0,83.9,6.5,102,2021-10-10T00:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,29.3,0,81,5,308,2021-10-10T00:00:00
S108,S108,Marina Gardens Drive,1.2799,103.8703,29.3,0,88.8,1.6,120,2021-10-10T00:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,29,0,75.9,5.3,134,2021-10-10T00:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,27.5,0,92,1.1,184,2021-10-10T00:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,29.2,0,78.8,2.7,74,2021-10-10T00:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,28.9,0,82.2,6.2,152,2021-10-10T00:00:00
S116,S116,West Coast Highway,1.281,103.754,29.4,0,85,5,115,2021-10-10T00:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,29,0,79,7.3,60,2021-10-10T00:00:00
S100,S100,Woodlands Road,1.4172,103.74855,28.9,0,77,0.8,107,2021-10-10T00:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,28.7,0,81.6,5,103,2021-10-10T03:00:00
S50,S50,Clementi Road,1.3337,103.7768,28.3,0,83.8,1.8,104,2021-10-10T03:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,29.3,0,87.7,7.4,94,2021-10-10T03:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,29.1,0,87.4,5.5,327,2021-10-10T03:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,28.6,0,82,4.3,146,2021-10-10T03:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,28,0,90.1,1.8,170,2021-10-10T03:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,28.9,0,81.5,2.9,82,2021-10-10T03:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,28.6,0,84.9,7,135,2021-10-10T03:00:00
S116,S116,West Coast Highway,1.281,103.754,29,0,92.8,4.8,122,2021-10-10T03:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,28.6,0,84.5,7.2,58,2021-10-10T03:00:00
S100,S100,Woodlands Road,1.4172,103.74855,28.2,0,84,0.6,107,2021-10-10T03:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,28.4,0,80,3.9,102,2021-10-10T06:00:00
S50,S50,Clementi Road,1.3337,103.7768,27.8,0,86.7,0.5,4,2021-10-10T06:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,29.2,0,87.2,4.6,96,2021-10-10T06:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,28.5,0,87.7,5.2,318,2021-10-10T06:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,28.2,0,82.9,3.4,137,2021-10-10T06:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,27,0,93.9,0.8,195,2021-10-10T06:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,28.6,0,79.1,2.7,85,2021-10-10T06:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,28.1,0,86.6,4.1,144,2021-10-10T06:00:00
S116,S116,West Coast Highway,1.281,103.754,28.7,0,91.7,3.6,110,2021-10-10T06:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,28.2,0,84.1,6.7,55,2021-10-10T06:00:00
S100,S100,Woodlands Road,1.4172,103.74855,27.4,0,89.5,0.6,48,2021-10-10T06:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,29.3,0,74.8,4.8,122,2021-10-10T09:00:00
S50,S50,Clementi Road,1.3337,103.7768,29.1,0,75.2,2,94,2021-10-10T09:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,29.6,0,81.9,6.9,89,2021-10-10T09:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,30.1,0,75.6,5.8,336,2021-10-10T09:00:00
S108,S108,Marina Gardens Drive,1.2799,103.8703,30.5,0,92.1,1,133,2021-10-10T09:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,29.2,0,75.9,4.2,138,2021-10-10T09:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,30,0,78.3,2.6,169,2021-10-10T09:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,29.4,0,77.2,4.4,60,2021-10-10T09:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,29.7,0,75.5,7.6,143,2021-10-10T09:00:00
S116,S116,West Coast Highway,1.281,103.754,29.4,0,87.3,4.4,144,2021-10-10T09:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,29.1,0,80.1,6.4,57,2021-10-10T09:00:00
S100,S100,Woodlands Road,1.4172,103.74855,29.6,0,77.7,1.6,136,2021-10-10T09:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,31.6,0,61.3,3,169,2021-10-10T12:00:00
S50,S50,Clementi Road,1.3337,103.7768,30.2,0,68.5,4.2,168,2021-10-10T12:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,30.6,0,80,3.2,223,2021-10-10T12:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,31.5,0,64,4.6,283,2021-10-10T12:00:00
S108,S108,Marina Gardens Drive,1.2799,103.8703,32.4,0,63.3,2.5,161,2021-10-10T12:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,27.6,0,74.4,9.10001,256,2021-10-10T12:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,30.4,0,78.9,1.8,115,2021-10-10T12:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,27.3,0,79.7,8.10001,351,2021-10-10T12:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,30.8,0,72,2.6,211,2021-10-10T12:00:00
S116,S116,West Coast Highway,1.281,103.754,30.5,0,81.6,4.9,222,2021-10-10T12:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,31.4,0,65.7,6.1,69,2021-10-10T12:00:00
S100,S100,Woodlands Road,1.4172,103.74855,30.9,0,69.2,3.1,223,2021-10-10T12:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,28.2,0,79,2.2,54,2021-10-10T15:00:00
S50,S50,Clementi Road,1.3337,103.7768,29.2,0,75.6,3.2,245,2021-10-10T15:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,29.5,0,79.5,6.1,157,2021-10-10T15:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,30.2,0,70.3,5.1,342,2021-10-10T15:00:00
S108,S108,Marina Gardens Drive,1.2799,103.8703,30.2,0,75.6,1.1,134,2021-10-10T15:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,28.7,0,80.2,5.1,278,2021-10-10T15:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,27.3,0,85.6,2.1,348,2021-10-10T15:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,29.2,0,78.3,4.4,328,2021-10-10T15:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,29.1,0,77.9,3.4,334,2021-10-10T15:00:00
S116,S116,West Coast Highway,1.281,103.754,29.1,0,86.4,5,261,2021-10-10T15:00:00
S100,S100,Woodlands Road,1.4172,103.74855,29.2,0,76,2.7,269,2021-10-10T15:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,26.7,0,83.3,3,228,2021-10-10T18:00:00
S50,S50,Clementi Road,1.3337,103.7768,26.6,0,84.6,3.8,208,2021-10-10T18:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,27.8,0,83.5,8.3,214,2021-10-10T18:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,26.5,0,92,4.7,301,2021-10-10T18:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,26.6,0,87.8,3.9,206,2021-10-10T18:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,25.3,0.2,98.8,1.7,209,2021-10-10T18:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,27.6,0,84.3,3.7,215,2021-10-10T18:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,25.4,0,92.4,2.2,233,2021-10-10T18:00:00
S116,S116,West Coast Highway,1.281,103.754,27.3,0,94.5,4.6,222,2021-10-10T18:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,26.5,0,87.2,3.9,4,2021-10-10T18:00:00
S100,S100,Woodlands Road,1.4172,103.74855,27.1,0,85.9,2.3,227,2021-10-10T18:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,27.4,0,84.3,0.6,281,2021-10-10T21:00:00
S50,S50,Clementi Road,1.3337,103.7768,27.1,0,83.6,1.1,210,2021-10-10T21:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,28.2,0,81.6,5.4,161,2021-10-10T21:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,27.5,0,89.3,5.1,310,2021-10-10T21:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,27.1,0,82.9,3.2,180,2021-10-10T21:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,25.6,0,99.2,1.4,155,2021-10-10T21:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,27.7,0,81.8,2,121,2021-10-10T21:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,26.7,0,90.7,1.5,211,2021-10-10T21:00:00
S116,S116,West Coast Highway,1.281,103.754,27.9,0,90.8,4.3,210,2021-10-10T21:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,27,0,88,5.2,55,2021-10-10T21:00:00
S100,S100,Woodlands Road,1.4172,103.74855,26.8,0,90.7,1.2,93,2021-10-10T21:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,27.7,0,78.7,2.4,256,2021-10-11T00:00:00
S50,S50,Clementi Road,1.3337,103.7768,27.8,0,80.2,3.2,234,2021-10-11T00:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,28.9,0,82.2,9.2,200,2021-10-11T00:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,28,0,84.7,4.8,317,2021-10-11T00:00:00
S108,S108,Marina Gardens Drive,1.2799,103.8703,27.8,0,97.6,3.1,214,2021-10-11T00:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,27.3,0,87.1,3.6,207,2021-10-11T00:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,25.5,0,99.1,1.2,192,2021-10-11T00:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,28.6,0,80.2,6,276,2021-10-11T00:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,27.2,0,85.7,1.6,266,2021-10-11T00:00:00
S116,S116,West Coast Highway,1.281,103.754,28.3,0,90.1,8.2,235,2021-10-11T00:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,27,0,87.7,4.7,6,2021-10-11T00:00:00
S100,S100,Woodlands Road,1.4172,103.74855,27.2,0,86.9,1.3,298,2021-10-11T00:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,27.3,0,76,2.3,257,2021-10-11T03:00:00
S50,S50,Clementi Road,1.3337,103.7768,27,0,79.7,1.5,245,2021-10-11T03:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,28.9,0,78.9,9.8,218,2021-10-11T03:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,28,0,75.5,6.3,323,2021-10-11T03:00:00
S108,S108,Marina Gardens Drive,1.2799,103.8703,27.5,0,81.1,3.1,229,2021-10-11T03:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,26.6,0,83.5,2.8,201,2021-10-11T03:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,25.7,0,98.3,0.9,213,2021-10-11T03:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,28.1,0,75.7,4.3,301,2021-10-11T03:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,27.6,0,80.7,1.5,246,2021-10-11T03:00:00
S116,S116,West Coast Highway,1.281,103.754,27.4,0,90.5,5,234,2021-10-11T03:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,26.7,0,84.1,3.7,14,2021-10-11T03:00:00
S100,S100,Woodlands Road,1.4172,103.74855,27,0,82.6,1.5,245,2021-10-11T03:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,26.6,0,81.3,1,312,2021-10-11T06:00:00
S50,S50,Clementi Road,1.3337,103.7768,26.2,0,82.3,0.4,156,2021-10-11T06:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,27,0,85.6,1,332,2021-10-11T06:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,27.4,0,80.7,6.5,3,2021-10-11T06:00:00
S108,S108,Marina Gardens Drive,1.2799,103.8703,27.1,0,80.8,1.5,228,2021-10-11T06:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,26.1,0,88,2.2,310,2021-10-11T06:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,25,0,98.1,0.8,183,2021-10-11T06:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,28.7,0,73,6.4,306,2021-10-11T06:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,26.2,0,84.8,0.9,279,2021-10-11T06:00:00
S116,S116,West Coast Highway,1.281,103.754,28.2,0,84.7,8.10001,231,2021-10-11T06:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,26.8,0,83,6.4,36,2021-10-11T06:00:00
S100,S100,Woodlands Road,1.4172,103.74855,26.1,0,89.4,1.1,159,2021-10-11T06:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,28.8,0,71.5,3.5,218,2021-10-11T09:00:00
S50,S50,Clementi Road,1.3337,103.7768,28.3,0,72.7,4.6,201,2021-10-11T09:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,29.3,0,73.8,12.1,198,2021-10-11T09:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,29.6,0,69.9,5.2,295,2021-10-11T09:00:00
S108,S108,Marina Gardens Drive,1.2799,103.8703,29.3,0,69.3,4.8,194,2021-10-11T09:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,28.2,0,73.8,4.7,208,2021-10-11T09:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,27.7,0,88.2,2.2,210,2021-10-11T09:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,28.6,0,75.5,3.4,215,2021-10-11T09:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,29.2,0,71,5.1,214,2021-10-11T09:00:00
S116,S116,West Coast Highway,1.281,103.754,28.4,0,84,6.9,202,2021-10-11T09:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,28.6,0,73.8,4.2,57,2021-10-11T09:00:00
S100,S100,Woodlands Road,1.4172,103.74855,29.2,0,72.1,1.9,218,2021-10-11T09:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,31.9,0,50.5,5.7,230,2021-10-11T12:00:00
S50,S50,Clementi Road,1.3337,103.7768,30.2,0,61.7,5.7,199,2021-10-11T12:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,29.7,0,72.7,9.10001,217,2021-10-11T12:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,31.7,0,54.6,5.9,291,2021-10-11T12:00:00
S108,S108,Marina Gardens Drive,1.2799,103.8703,32.1,0,61.9,5.3,207,2021-10-11T12:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,30.8,0,58.7,6.3,266,2021-10-11T12:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,32.4,0,55.3,4,211,2021-10-11T12:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,30.9,0,65,3.4,307,2021-10-11T12:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,31.7,0,57.9,5.1,221,2021-10-11T12:00:00
S116,S116,West Coast Highway,1.281,103.754,29,0,80.1,9.3,217,2021-10-11T12:00:00
