id,station_id,name,latitude,longitude,air_temp,rainfall,rel_hum,wind_speed,wind_dir,timestamp
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,26.5,0,85.6,2.1,226,2021-10-01T00:00:00
S50,S50,Clementi Road,1.3337,103.7768,26.3,0,86.1,3.3,172,2021-10-01T00:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,28.3,0,86.1,9.8,192,2021-10-01T00:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,27,0,88.4,5,317,2021-10-01T00:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,26.5,0,86.6,3.7,191,2021-10-01T00:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,25.1,0,99.2,0.8,190,2021-10-01T00:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,27.5,0,82.3,3.1,107,2021-10-01T00:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,26.9,0,87,2.8,220,2021-10-01T00:00:00
S116,S116,West Coast Highway,1.281,103.754,27.3,0,90.8,7.5,190,2021-10-01T00:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,26,0,90.9,4.5,56,2021-10-01T00:00:00
S100,S100,Woodlands Road,1.4172,103.74855,26.3,0,86.7,1.5,50,2021-10-01T00:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,26.5,0,82.8,1.4,231,2021-10-01T03:00:00
S50,S50,Clementi Road,1.3337,103.7768,26.4,0,82.1,2.4,186,2021-10-01T03:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,28.4,0,80,9.60001,187,2021-10-01T03:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,27.1,0,85.8,5.3,320,2021-10-01T03:00:00
S108,S108,Marina Gardens Drive,1.2799,103.8703,27.2,0,93.7,3.7,177,2021-10-01T03:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,26.5,0,84.4,4.4,191,2021-10-01T03:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,24.9,0,99.2,1.3,197,2021-10-01T03:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,27.1,0,81.1,3.2,114,2021-10-01T03:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,26.8,0,86.3,1.7,231,2021-10-01T03:00:00
S116,S116,West Coast Highway,1.281,103.754,27.3,0,90,6.4,196,2021-10-01T03:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,25.8,0,89.2,5.5,47,2021-10-01T03:00:00
S100,S100,Woodlands Road,1.4172,103.74855,26.3,0,85.2,0.8,306,2021-10-01T03:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,26.4,0,81.1,0.6,306,2021-10-01T06:00:00
S50,S50,Clementi Road,1.3337,103.7768,26.6,0,85,4,167,2021-10-01T06:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,28.4,0,83,8.7,163,2021-10-01T06:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,27.2,0,88.1,5,315,2021-10-01T06:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,26.7,0,83.4,3.5,171,2021-10-01T06:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,24.9,0,99.2,0.9,204,2021-10-01T06:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,27.1,0,81.4,2.7,110,2021-10-01T06:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,27,0,85.8,2.3,219,2021-10-01T06:00:00
S116,S116,West Coast Highway,1.281,103.754,27.4,0,92.8,5.1,169,2021-10-01T06:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,26,0,86.5,4.9,47,2021-10-01T06:00:00
S100,S100,Woodlands Road,1.4172,103.74855,24.8,0,93.6,0.9,57,2021-10-01T06:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,28.8,0,73.1,2.1,213,2021-10-01T09:00:00
S50,S50,Clementi Road,1.3337,103.7768,28.3,0,71.8,6.4,161,2021-10-01T09:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,28.8,0,82.9,10.4,171,2021-10-01T09:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,29,0,79.1,4.9,312,2021-10-01T09:00:00
S108,S108,Marina Gardens Drive,1.2799,103.8703,28.9,0,81,5.8,173,2021-10-01T09:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,28.7,0,74.6,4.1,185,2021-10-01T09:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,27.9,0,93.5,1.5,209,2021-10-01T09:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,28.6,0,76.8,3.1,130,2021-10-01T09:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,28.5,0,79.3,4.4,205,2021-10-01T09:00:00
S116,S116,West Coast Highway,1.281,103.754,28.4,0,82.4,7.9,191,2021-10-01T09:00:00
S100,S100,Woodlands Road,1.4172,103.74855,28.4,0,82.6,1,279,2021-10-01T09:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,29.8,0,68.9,5,203,2021-10-01T12:00:00
S50,S50,Clementi Road,1.3337,103.7768,29.6,0,70.3,4.1,179,2021-10-01T12:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,29.5,0,80.3,9,188,2021-10-01T12:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,30.3,0,75.5,5,279,2021-10-01T12:00:00
S108,S108,Marina Gardens Drive,1.2799,103.8703,30.8,0,69.4,5.3,195,2021-10-01T12:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,30,0,66.8,8.10001,179,2021-10-01T12:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,30,0,76.7,3.2,197,2021-10-01T12:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,29.9,0,69,4.9,127,2021-10-01T12:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,30.3,0,69.5,9.3,190,2021-10-01T12:00:00
S116,S116,West Coast Highway,1.281,103.754,29.3,0,82,7.9,198,2021-10-01T12:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,30.1,0,68.4,5.5,87,2021-10-01T12:00:00
S100,S100,Woodlands Road,1.4172,103.74855,30.9,0,65,5.6,184,2021-10-01T12:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,29.8,0,68.8,3.9,193,2021-10-01T15:00:00
S50,S50,Clementi Road,1.3337,103.7768,29.1,0,73,5.9,184,2021-10-01T15:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,29.7,0,78.5,8.89999,184,2021-10-01T15:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,29.7,0,74.8,5.7,288,2021-10-01T15:00:00
S108,S108,Marina Gardens Drive,1.2799,103.8703,30.3,0,71.8,7.1,171,2021-10-01T15:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,29.8,0,70,6.9,202,2021-10-01T15:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,28.7,0,85.3,2,203,2021-10-01T15:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,30.4,0,70.1,3.6,324,2021-10-01T15:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,29.6,0,72,4.3,219,2021-10-01T15:00:00
S116,S116,West Coast Highway,1.281,103.754,28.9,0,85.2,7.9,195,2021-10-01T15:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,30.1,0,70.2,5.4,45,2021-10-01T15:00:00
S100,S100,Woodlands Road,1.4172,103.74855,30.4,0,66.7,5,206,2021-10-01T15:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,24.4,0.2,87.9,5.1,243,2021-10-01T18:00:00
S50,S50,Clementi Road,1.3337,103.7768,24.1,0.4,89.9,3.1,196,2021-10-01T18:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,25.3,1.8,97.6,15.7,195,2021-10-01T18:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,24.5,0.6,95.1,8,269,2021-10-01T18:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,24.3,0.4,91.9,4.6,189,2021-10-01T18:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,23,3.4,99.2,3.6,240,2021-10-01T18:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,25.1,0.2,90,5.1,303,2021-10-01T18:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,23.5,5.6,97.1,6.2,238,2021-10-01T18:00:00
S116,S116,West Coast Highway,1.281,103.754,25.5,0.2,94.8,8.8,199,2021-10-01T18:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,23.2,0.2,97.7,5.8,172,2021-10-01T18:00:00
S100,S100,Woodlands Road,1.4172,103.74855,24.2,0.4,96,2.8,185,2021-10-01T18:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,24.2,0.4,94.8,2.2,60,2021-10-01T21:00:00
S50,S50,Clementi Road,1.3337,103.7768,23.9,0.2,97,1.2,328,2021-10-01T21:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,25.5,0.2,96.9,5.6,356,2021-10-01T21:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,25.2,0.4,99.6,6.7,6,2021-10-01T21:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,23.9,0,95.2,3.1,8,2021-10-01T21:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,23.9,0.2,99.2,2.4,62,2021-10-01T21:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,24.5,0,95.9,4.8,31,2021-10-01T21:00:00
S116,S116,West Coast Highway,1.281,103.754,25,0,97.6,3.3,18,2021-10-01T21:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,24.4,0.4,97.1,3.2,343,2021-10-01T21:00:00
S100,S100,Woodlands Road,1.4172,103.74855,24.7,0.2,96,1.8,11,2021-10-01T21:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,24.4,0,90.3,4,270,2021-10-02T00:00:00
S50,S50,Clementi Road,1.3337,103.7768,23.7,0.2,92,6.7,241,2021-10-02T00:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,25.4,0,91.3,3.7,289,2021-10-02T00:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,24.8,0,98.7,6.1,309,2021-10-02T00:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,23.3,0,94.3,8.60001,247,2021-10-02T00:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,24,0,99.2,2.7,325,2021-10-02T00:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,24.4,0,91,20.7,283,2021-10-02T00:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,24.5,0,92.3,3.8,322,2021-10-02T00:00:00
S116,S116,West Coast Highway,1.281,103.754,24.4,0,98.2,19.6,258,2021-10-02T00:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,24.2,0,91.1,9.10001,249,2021-10-02T00:00:00
S100,S100,Woodlands Road,1.4172,103.74855,24.2,0,93.5,4.1,233,2021-10-02T00:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,23.7,0,86.8,1.7,283,2021-10-02T03:00:00
S50,S50,Clementi Road,1.3337,103.7768,23.5,0,88.7,1.9,284,2021-10-02T03:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,24.9,0,89.3,2.7,277,2021-10-02T03:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,23.9,0,93.7,7.4,321,2021-10-02T03:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,23.1,0,92.1,2.9,303,2021-10-02T03:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,23.2,0,99.1,1.7,265,2021-10-02T03:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,25.1,0,86.7,5.2,342,2021-10-02T03:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,24.1,0,88.3,1.5,297,2021-10-02T03:00:00
S116,S116,West Coast Highway,1.281,103.754,24.4,0,96.1,4.2,350,2021-10-02T03:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,23.7,0,88.9,5,310,2021-10-02T03:00:00
S100,S100,Woodlands Road,1.4172,103.74855,23.6,0,93.3,1,269,2021-10-02T03:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,23.5,0,90.4,2,39,2021-10-02T06:00:00
S50,S50,Clementi Road,1.3337,103.7768,23.6,0,91,1.2,32,2021-10-02T06:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,25.1,0,88.4,3.2,339,2021-10-02T06:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,24.6,0,90.6,7,33,2021-10-02T06:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,23.4,0,92.4,4.2,24,2021-10-02T06:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,23.3,0,99.1,2.4,20,2021-10-02T06:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,25,0,85.7,3.5,52,2021-10-02T06:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,23.8,0,91.5,1.7,17,2021-10-02T06:00:00
S116,S116,West Coast Highway,1.281,103.754,24.5,0,95.7,4,37,2021-10-02T06:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,23.4,0,92.2,8.2,24,2021-10-02T06:00:00
S100,S100,Woodlands Road,1.4172,103.74855,23.7,0,93.2,0.8,20,2021-10-02T06:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,24.6,0,86.7,2,75,2021-10-02T09:00:00
S50,S50,Clementi Road,1.3337,103.7768,24.4,0,86.8,2.4,41,2021-10-02T09:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,25.9,0,89.6,2.8,328,2021-10-02T09:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,25.3,0,87.8,6.4,33,2021-10-02T09:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,24.3,0,92.1,3.5,26,2021-10-02T09:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,25,0,86.2,3,40,2021-10-02T09:00:00
S116,S116,West Coast Highway,1.281,103.754,24.8,0,95.7,4.3,59,2021-10-02T09:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,24.7,0,85.6,8.2,30,2021-10-02T09:00:00
S100,S100,Woodlands Road,1.4172,103.74855,24.7,0,87.4,3.1,51,2021-10-02T09:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,27.9,0,69.3,2.3,136,2021-10-02T12:00:00
S50,S50,Clementi Road,1.3337,103.7768,27.9,0,74.8,1.9,120,2021-10-02T12:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,27.7,0,78.6,4.4,115,2021-10-02T12:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,28.4,0,71.9,4.7,305,2021-10-02T12:00:00
S108,S108,Marina Gardens Drive,1.2799,103.8703,29.2,0,70,0.9,139,2021-10-02T12:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,28,0,74,2.2,103,2021-10-02T12:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,28,0.2,82.4,1.6,131,2021-10-02T12:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,27.9,0,75.4,4.1,27,2021-10-02T12:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,28,0,72.6,5.2,141,2021-10-02T12:00:00
S116,S116,West Coast Highway,1.281,103.754,28.3,0,79,4.6,135,2021-10-02T12:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,27.7,0,74.7,6.1,57,2021-10-02T12:00:00
S100,S100,Woodlands Road,1.4172,103.74855,28.6,0,73.4,1.2,107,2021-10-02T12:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,28.8,0,69.4,4.1,146,2021-10-02T15:00:00
S50,S50,Clementi Road,1.3337,103.7768,28.7,0,72.1,2.7,91,2021-10-02T15:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,28.6,0,81,6.4,82,2021-10-02T15:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,29.1,0,76.5,4.8,292,2021-10-02T15:00:00
S108,S108,Marina Gardens Drive,1.2799,103.8703,29.9,0,74.5,1.7,99,2021-10-02T15:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,28.4,0,76,6.1,149,2021-10-02T15:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,28.5,0,85.9,2.2,152,2021-10-02T15:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,28.8,0,75.9,4.4,63,2021-10-02T15:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,28.6,0,75.9,7.9,141,2021-10-02T15:00:00
S116,S116,West Coast Highway,1.281,103.754,28.5,0,84.4,6.5,124,2021-10-02T15:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,28.9,0,71.2,7.2,67,2021-10-02T15:00:00
S100,S100,Woodlands Road,1.4172,103.74855,29.6,0,70.1,1.9,119,2021-10-02T15:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,28.5,0,73.4,1.7,82,2021-10-02T18:00:00
S50,S50,Clementi Road,1.3337,103.7768,28.2,0,75.3,1.2,78,2021-10-02T18:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,28.6,0,83,2.4,36,2021-10-02T18:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,28.7,0,78.8,5.5,37,2021-10-02T18:00:00
S108,S108,Marina Gardens Drive,1.2799,103.8703,28.6,0,83.1,2.9,59,2021-10-02T18:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,28.3,0,76.3,2.9,94,2021-10-02T18:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,27.6,0,90.8,1.5,86,2021-10-02T18:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,28.6,0,77.7,3.5,74,2021-10-02T18:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,28.2,0,80.5,3.8,83,2021-10-02T18:00:00
S116,S116,West Coast Highway,1.281,103.754,28.4,0,84.6,4.6,80,2021-10-02T18:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,27.8,0,81,9.5,55,2021-10-02T18:00:00
S100,S100,Woodlands Road,1.4172,103.74855,28.7,0,76.4,2,85,2021-10-02T18:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,27.3,0,80,1.8,56,2021-10-02T21:00:00
S50,S50,Clementi Road,1.3337,103.7768,27.1,0,84.7,1.5,54,2021-10-02T21:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,27.8,0,86.1,1.5,328,2021-10-02T21:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,27.7,0,84.2,6.7,41,2021-10-02T21:00:00
S108,S108,Marina Gardens Drive,1.2799,103.8703,27.6,0,99.7,2.2,351,2021-10-02T21:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,27,0,85.5,2.3,3,2021-10-02T21:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,26.4,0,96.7,0.8,33,2021-10-02T21:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,28.1,0,80.1,5,49,2021-10-02T21:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,27,0,85,1.8,340,2021-10-02T21:00:00
S116,S116,West Coast Highway,1.281,103.754,27.7,0,90.4,2.9,39,2021-10-02T21:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,27.1,0,85.7,9.5,46,2021-10-02T21:00:00
S100,S100,Woodlands Road,1.4172,103.74855,27.3,0,85.1,1,70,2021-10-02T21:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,26.6,0,84.4,1.4,303,2021-10-03T00:00:00
S50,S50,Clementi Road,1.3337,103.7768,26.4,0,87.7,2,333,2021-10-03T00:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,27.7,0,86,1.6,329,2021-10-03T00:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,27.4,0,87.1,8.89999,345,2021-10-03T00:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,26.2,0,89.8,4.1,12,2021-10-03T00:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,26,0,98.3,1.8,314,2021-10-03T00:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,27.3,0,85.6,5.8,35,2021-10-03T00:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,26.7,0,87.6,2.3,332,2021-10-03T00:00:00
S116,S116,West Coast Highway,1.281,103.754,27.1,0,95.2,2.5,4,2021-10-03T00:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,26.2,0,91.5,7.4,12,2021-10-03T00:00:00
S100,S100,Woodlands Road,1.4172,103.74855,26.8,0,86.8,2.1,7,2021-10-03T00:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,26,0,86.3,2.1,324,2021-10-03T03:00:00
S50,S50,Clementi Road,1.3337,103.7768,25.9,0,87.7,2.8,317,2021-10-03T03:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,27.1,0,88.2,2.5,293,2021-10-03T03:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,26.6,0,91.1,8.3,349,2021-10-03T03:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,25.3,0,90.5,2.3,2,2021-10-03T03:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,25.6,0,99.1,1.1,327,2021-10-03T03:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,26.4,0,88.6,3.2,22,2021-10-03T03:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,26.3,0,88.2,2.4,333,2021-10-03T03:00:00
S116,S116,West Coast Highway,1.281,103.754,26.2,0,95.7,4.9,352,2021-10-03T03:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,25.6,0,92.7,6.1,32,2021-10-03T03:00:00
S100,S100,Woodlands Road,1.4172,103.74855,25.9,0,90.3,1.1,329,2021-10-03T03:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,25.7,0,87.2,1.3,13,2021-10-03T06:00:00
S50,S50,Clementi Road,1.3337,103.7768,25.1,0,91.3,1.1,21,2021-10-03T06:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,26.2,0,92.5,2,334,2021-10-03T06:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,26.3,0,89.5,5.6,26,2021-10-03T06:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,25,0,91.3,2.5,9,2021-10-03T06:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,24.4,0,99.2,1.2,17,2021-10-03T06:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,26.2,0,87.6,3.6,35,2021-10-03T06:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,25.5,0,89.1,1.3,356,2021-10-03T06:00:00
S116,S116,West Coast Highway,1.281,103.754,26.1,0,95.6,3,22,2021-10-03T06:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,25.4,0,93.9,7.4,19,2021-10-03T06:00:00
S100,S100,Woodlands Road,1.4172,103.74855,25.2,0,93.3,0.9,352,2021-10-03T06:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,29.4,0,69,1.4,116,2021-10-03T09:00:00
S50,S50,Clementi Road,1.3337,103.7768,28.8,0,75.5,1,75,2021-10-03T09:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,28.3,0,84.3,2.3,101,2021-10-03T09:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,28.8,0,79.3,5.4,334,2021-10-03T09:00:00
S108,S108,Marina Gardens Drive,1.2799,103.8703,28.9,0,80,0.9,140,2021-10-03T09:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,27.6,0,77.8,2.9,100,2021-10-03T09:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,28.6,0,82.5,1.5,310,2021-10-03T09:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,27.1,0,85.1,4.5,49,2021-10-03T09:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,29.3,0,72.7,0.8,131,2021-10-03T09:00:00
S116,S116,West Coast Highway,1.281,103.754,28.3,0,83.9,1.7,52,2021-10-03T09:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,29.3,0,70.7,6.9,47,2021-10-03T09:00:00
S100,S100,Woodlands Road,1.4172,103.74855,28.7,0,75.4,1.6,119,2021-10-03T09:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,31.8,0,57.2,2.4,345,2021-10-03T12:00:00
S50,S50,Clementi Road,1.3337,103.7768,33.1,0,53.5,1.8,247,2021-10-03T12:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,30.1,0,67.3,3.8,144,2021-10-03T12:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,32.3,0,51.2,5,313,2021-10-03T12:00:00
S108,S108,Marina Gardens Drive,1.2799,103.8703,32.3,0,59.5,1.6,119,2021-10-03T12:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,30.8,0,65,3.7,334,2021-10-03T12:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,31.5,0,57.2,3.7,38,2021-10-03T12:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,29.7,0,70,4.9,344,2021-10-03T12:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,31.8,0,57.6,6.7,112,2021-10-03T12:00:00
S116,S116,West Coast Highway,1.281,103.754,30.1,0,77.4,5.3,203,2021-10-03T12:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,31.2,0,58.3,7.3,24,2021-10-03T12:00:00
S100,S100,Woodlands Road,1.4172,103.74855,31.3,0,58.7,3.2,347,2021-10-03T12:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,31.7,0,53.7,4.2,92,2021-10-03T15:00:00
S50,S50,Clementi Road,1.3337,103.7768,29.8,0,66.3,4.5,157,2021-10-03T15:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,30.1,0,74.4,8.3,86,2021-10-03T15:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,31.8,0,54.2,5.3,340,2021-10-03T15:00:00
S108,S108,Marina Gardens Drive,1.2799,103.8703,31.3,0,61.6,1.9,112,2021-10-03T15:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,30.4,0,64.5,3.5,183,2021-10-03T15:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,31.3,0,66,2.9,142,2021-10-03T15:00:00
S115,S115,Tuas South Avenue 3,1.29377,103.61843,30.4,0,67.7,2.3,38,2021-10-03T15:00:00
S24,S24,Upper Changi Road North,1.3678,103.9826,30.9,0,64.4,7.1,115,2021-10-03T15:00:00
S116,S116,West Coast Highway,1.281,103.754,29.8,0,75.8,6.5,153,2021-10-03T15:00:00
S104,S104,Woodlands Avenue 9,1.44387,103.78538,30.9,0,56.7,9.39999,72,2021-10-03T15:00:00
S100,S100,Woodlands Road,1.4172,103.74855,31.2,0,59,3.7,197,2021-10-03T15:00:00
S109,S109,Ang Mo Kio Avenue 5,1.3764,103.8492,29.6,0,70,2.3,127,2021-10-03T18:00:00
S50,S50,Clementi Road,1.3337,103.7768,29.5,0,70.5,2,186,2021-10-03T18:00:00
S107,S107,East Coast Parkway,1.3135,103.9625,29.8,0,74.5,5.2,77,2021-10-03T18:00:00
S43,S43,Kim Chuan Road,1.3399,103.8878,30.2,0,69.1,4.8,310,2021-10-03T18:00:00
S108,S108,Marina Gardens Drive,1.2799,103.8703,29.9,0,71.5,1.4,93,2021-10-03T18:00:00
S44,S44,Nanyang Avenue,1.34583,103.68166,27.3,0,85.8,2.6,317,2021-10-03T18:00:00
S106,S106,Pulau Ubin,1.4168,103.9673,29.6,0,73.8,1.6,75,2021-10-03T18:00:00
